OBJECTID,Aadress,Toidukoht_arv,Teenustase,Teenus_arv,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Parkimisnorm,Parkimis_koefitsent,GlobalID
10830,Riia tn 37,36,Hea tase,42,71.0787975,3,4,6,29,0.28921203,{9FD8C9EC-A66A-49D6-A27D-7D04A0A78E2B}
10831,Vaksali tn 14,9,Baastase,28,52.49226997,2,3,2,74,0.73753865,{C99EAC81-981B-443E-B403-FD29807275B4}
10832,Vaksali tn 14a,9,Baastase,28,50.76696751,2,3,3,75,0.74616516,{6909B91A-B24C-4C28-8369-93EE5659632F}
10833,Saekoja tn 1,5,-,10,30.85906917,1,0,3,100,1,{CA3010D8-2814-4691-8C5A-B21CD237DD6A}
10834,Jänese tn 2,4,-,7,47.16388821,0,0,2,100,1,{57F0B24D-7C88-4719-8039-4F7732F3EAA7}
10835,Jänese tn 8,5,-,9,36.47388913,1,0,3,100,1,{755EA9C7-937D-45D0-8178-57AE41F73C47}
10836,Savi tn 13,1,-,3,36.69240561,0,1,2,100,1,{F3B9D923-ACC6-4E79-8D9F-CD6D446FDDAA}
10837,Ringtee tn 58,1,Baastase,6,25.29150148,1,3,1,87,0.87354249,{15069777-D3F6-4B3F-A047-53CC505D4715}
10838,Ringtee tn 58b,1,Baastase,6,18.05232718,1,2,1,91,0.90973836,{57CE7978-150E-45BC-A344-C168C74FFE9A}
10839,Kapteni tn 5a,0,-,1,2.09654044,0,0,0,100,1,{9D9E5A62-51FD-437B-8FD0-920A908DBAC2}
10840,Kapteni tn 3a,0,-,1,2.09654044,0,0,0,100,1,{D7CD258A-A4C2-4F68-8E5D-8F973B247D11}
10841,Betooni tn 2,3,Baastase,9,40.87831614,1,1,3,80,0.79560842,{B2E902A6-EE7C-4ABB-B147-3B06357D871F}
10842,Kannikese tn 6 // Nisu tn 33,2,Baastase,4,41.55119697,1,2,3,79,0.79224402,{7B41F567-F3B7-42EC-83EB-B43F78471266}
10843,Arhitekti tn 2 // 2a,2,-,5,16.88123199,1,0,3,100,1,{1DAFEC9A-4026-43A7-970A-C4FBE6AA9140}
10844,Vallikraavi tn 15,140,Hea tase,103,64.71839019,3,5,9,35,0.3528161,{85F9E7DF-3748-4E26-943B-9C75131AF4C5}
10845,Ropka tee 19,5,Baastase,5,23.3664996,1,3,3,88,0.8831675,{41763E69-EE1F-419C-8E96-642E3F65E583}
10846,Ropka tee 19a,2,Baastase,2,20.30226531,1,3,3,90,0.89848867,{638326DE-98CB-4D1D-AE8D-9747F31E9531}
10847,Leesika tn 4,1,-,3,15.3474789,0,1,2,100,1,{B690236A-E850-4F66-8154-8A87EE4D3585}
10848,Vallikraavi tn 17,138,Hea tase,104,64.71839019,3,5,9,35,0.3528161,{3E90F108-06E7-47B0-99DA-AE5C8E35563A}
10849,Lõkketule tn 3,0,-,1,3.5291946,0,0,2,100,1,{E0FA8D75-747F-4896-9A5A-4E9F91DE93DF}
10850,Timuti tn 48,0,-,0,16.70156769,0,0,0,100,1,{99A49D50-3672-4966-8673-A15BDE8E4E72}
10851,Tähe tn 2a,80,Hea tase,64,71.64590651,2,7,10,28,0.28354093,{5F2A7465-82B4-4D71-A786-35A92A875273}
10852,Lepalinnu tn 27,0,-,1,3.3497171,0,0,2,100,1,{2ACDCF49-63E2-41B7-8654-B7885D168755}
10853,Herne tn 45 // 47,10,Baastase,12,42.1718452,1,2,1,79,0.78914077,{ABAF928C-2300-4660-81C1-D9B49CEAE7FC}
10854,Orava tn 16 // 18,6,Baastase,9,48.52086946,1,1,4,76,0.75739565,{17D86157-B2A9-4DDD-8899-DF87177D18DE}
10855,Riia tn 52,24,-,20,62.81845046,2,0,4,100,1,{13A4A1CC-2885-4FE8-9D67-1EF244EE8197}
10856,Kalda tee 34,5,Baastase,10,36.7899038,3,3,7,82,0.81605048,{5DE383FB-C37F-4BAA-B9BB-D4D654E18206}
10857,Kivi tn 36,18,Hea tase,31,59.02627937,2,2,11,41,0.40973721,{A441A6DB-08DD-4751-B8F6-E22DE03F3370}
10858,Aruküla tee 28a,0,-,3,10.46764837,0,0,2,100,1,{AA3206E7-47E7-42FD-B2E0-58DEA040FA40}
10859,Kulli tn 10 // 12,1,-,4,16.39547379,0,2,2,100,1,{AD91DDA8-7023-49CD-ADAB-C3D842E4B717}
10860,Kapteni tn 7a,0,-,1,2.09654044,0,0,0,100,1,{46DB4E03-2860-4DEF-A177-A30FB9F56CC2}
10861,Veeriku tn 33a/3,5,Baastase,24,47.85074099,1,3,3,76,0.7607463,{E3AD1193-F5AE-450B-9C0D-68E6AF37FB13}
10862,Pallase pst 125/2,0,-,0,1.84213041,0,0,2,100,1,{4EB2B884-556A-40D9-83A4-76C2637098BD}
10863,Pallase pst 125/3,0,-,0,1.84213041,0,0,2,100,1,{BEE693BD-1A51-4D5B-9DDD-7F5D0579BF29}
10864,J. Kuperjanovi tn 10/5,53,Hea tase,56,60.72494161,3,6,7,39,0.39275058,{5B07DC40-BC5A-4A6B-8586-1E80F15A46C2}
10865,J. Kuperjanovi tn 12/1,50,Hea tase,53,60.72494161,3,6,7,39,0.39275058,{A38C1CEE-3242-4850-A391-38B6FF4752D6}
10866,Raatuse tn 96,8,Baastase,15,57.80482832,2,3,11,71,0.71097586,{DF60C0DE-ED2E-499B-9FFB-82FDDC778B6F}
10867,Pootsmani tn 4,0,-,2,6.44274075,0,0,0,100,1,{6B03AED6-8496-4BE7-A8D6-DFF9708AA288}
10868,Tähe tn 47,17,Baastase,16,67.72443475,2,4,6,66,0.66137783,{E0A14D88-4DBB-4021-8B73-1552A6944510}
10869,Lääne tn 64,0,-,1,14.07026846,1,1,2,100,1,{CEC252F6-7011-4D47-A6F4-9842E086FC1F}
10870,Ida tn 2 // 2a // 2b,9,Baastase,16,51.70126624,4,1,5,74,0.74149367,{1530A305-7AF5-453B-A95B-FC03E7E9D65B}
10871,Põhja pst 15a // 15b,9,Baastase,17,54.24921728,4,3,5,73,0.72875391,{68A83157-74E5-4549-8FE5-8729BB07A40B}
10872,Ida tn 4 // 4a // 4b // 4c,7,Baastase,14,50.90087685,4,1,4,75,0.74549562,{79FA4F40-B528-40E1-8C0C-A3CCD206B669}
10873,Kapsa tn 3,2,-,6,31.71987527,1,0,1,100,1,{21250D8E-0197-4977-A568-B2FE019CED48}
10874,Pallase pst 125/1,0,-,2,1.84213041,0,0,2,100,1,{C9055BB6-6C4C-4735-9B5A-5CC0EDDDAE42}
10875,Akadeemia tn 1b/4,85,Hea tase,64,81.11370734,3,8,9,19,0.18886293,{9680016B-B1A8-4E0D-B61B-57C96AC7AF0C}
10876,Kuu tn 21,14,Baastase,13,62.9997872,2,1,5,69,0.68500106,{E362AC13-A5D0-4F20-9AA8-05B7ED45885E}
10877,Võru tn 20,78,Hea tase,55,84.85645074,2,8,10,15,0.15143549,{D94AC85B-C981-40D0-81A0-374BC84BB995}
10878,Vanemuise tn 63a/7,29,Baastase,27,56.79572452,2,5,3,72,0.71602138,{A726D69B-2898-4E7E-BCF1-CEE0C550CD31}
10879,Kivimi tn 13,13,-,15,36.75913067,0,1,3,100,1,{C83F381F-A033-43CD-B283-E0C073B056F7}
10880,Rebase tn 2a/10,12,Baastase,10,60.91579924,1,2,5,70,0.695421,{E3B50CAE-5BF0-40A9-9747-94A89ED71371}
10881,Lubja tn 1c/1,3,-,7,49.21493442,0,1,3,100,1,{5E10E7CC-E617-4646-82B0-63100619FE3B}
10882,Herne tn 15b,29,Baastase,38,43.74308742,1,1,3,78,0.78128456,{5426969A-60AD-478E-9792-993A9E5F55B5}
10883,Maisi tn 44,1,-,5,17.07283681,1,0,2,100,1,{3334110F-2806-4B4C-9C42-002C38A881F7}
10884,Purde tn 11,3,-,7,19.56006954,1,0,3,100,1,{42DE04A9-A0AE-4599-8D17-23E11D931878}
10885,Ujula tn 1a,11,Baastase,28,54.54971792,2,3,4,73,0.72725141,{8D1353F1-6345-4C5F-8F21-39BECCF3747E}
10886,Pallase pst 125/4,0,-,0,1.84213041,0,0,2,100,1,{E9B35443-39F5-4E8F-972A-0A021647182D}
10887,Pallase pst 125/6,0,-,0,1.30585777,0,0,2,100,1,{FA472887-80DA-4D38-8E16-7199E3ED0125}
10888,Heina tn 8,12,Baastase,21,53.47100244,3,1,6,73,0.73264499,{27F3E08B-670B-4502-B3DC-FBCFB8C9DA2F}
10889,Magasini tn 1a // Munga tn 14,133,Hea tase,119,60.98296405,1,2,11,39,0.39017036,{45AEDB0E-C93C-4564-A24E-B743D1F9BBD9}
10890,Vaksali tn 12,10,Baastase,31,52.46300582,2,3,2,74,0.73768497,{48DCB7A8-3A24-458F-9120-E926C4E7383D}
10891,Võru tn 88,28,Baastase,25,63.99974953,2,1,4,68,0.68000125,{08AE749A-8589-4FB8-9634-80BED8BFC7F6}
10892,Lootuse tn 24,39,Hea tase,35,75.69810132,2,5,7,24,0.24301899,{4C614785-FC79-4FA7-B182-9D1C3F705CC2}
10893,Raatuse tn 105,8,Baastase,15,54.17517302,2,2,7,73,0.72912413,{13D5D509-9492-4C59-BE6C-921ECAA05AD8}
10894,Sassi tn 1,9,Baastase,11,55.03947576,1,1,5,72,0.72480262,{7FA982FC-69ED-46DA-810C-F333A45071D0}
10895,Herne tn 15a,52,Baastase,48,46.06668258,1,3,4,77,0.76966659,{275AE9F1-D822-4BE9-8380-F668F739241C}
10896,Tähe tn 59,11,Baastase,7,54.28560799,2,2,5,73,0.72857196,{3A25BDB1-5685-470D-AB6A-2B435DDF2797}
10897,Mesika tn 29,1,Baastase,4,22.19141158,1,1,2,89,0.88904294,{CB763EEE-EFD2-4378-A4DB-35EBCCB09644}
10898,Meloni tn 20,4,Baastase,5,37.79150549,1,2,1,81,0.81104247,{9873668A-FC8C-4E3A-A480-E2C0ABAAE157}
10899,Kolde tn 4,2,Baastase,9,53.15423961,1,3,3,73,0.7342288,{78C9A24F-FE9B-44BF-B19C-C9DFE677CDCD}
10900,Vahi tn 16,1,-,2,11.00127859,0,1,4,100,1,{E12DE4B4-04B7-4654-815A-DDDA32C6E966}
10901,Uus tn 51,20,Hea tase,26,58.53319224,3,1,14,41,0.41466808,{B5DD4D2C-861D-41DA-9BF9-6F6CF817B21F}
10902,Jakobi tn 27,84,Hea tase,60,49.96659563,2,3,7,50,0.50033404,{6FF2CC5E-445F-4668-829B-7EF8B9C49BD8}
10903,Viirpuu tn 3a,9,-,4,36.75913067,0,1,3,100,1,{C022CD5D-C491-4F35-AAB5-6447F5871817}
10904,Ristiku tn 10,1,-,1,21.04573754,1,0,0,100,1,{6C35F82C-E3A5-4A68-8446-9EFCBCE828B0}
10905,Tamme pst 55,2,Baastase,6,37.5435585,1,2,1,81,0.81228221,{20AB3629-84E5-442D-B886-781B5FCBA735}
10906,Elva tn 25,5,Baastase,13,54.30410397,1,1,3,73,0.72847948,{E1C958E5-773F-4DC3-88C7-17D6420D7C57}
10907,Pootsmani tn 6,0,-,2,6.44274075,0,0,0,100,1,{991CFACD-3F1F-464E-A1C1-45DBEDBB60F2}
10908,Pootsmani tn 8,0,-,2,6.44274075,0,0,0,100,1,{01E910B7-79A8-4082-8FEC-8686B9020579}
10909,Õnne tn 28,16,Baastase,16,67.72443475,2,3,5,66,0.66137783,{4D26CA5D-49AD-4D14-BA78-3E3CBC45C788}
10910,Tähe tn 58b/4,13,Baastase,8,58.96507362,2,2,5,71,0.70517463,{A00016FF-3EDB-4DDA-95F1-95683D2240DA}
10911,Tähe tn 114,4,-,0,17.59645482,0,1,2,100,1,{9E556ABC-7569-42F5-A9F7-598A8F1FA9EE}
10912,Tähe tn 114c,4,-,2,17.40951218,0,0,2,100,1,{E90F0194-1905-4977-BA99-4B2D680CB5CF}
10913,Ujula tn 51,4,-,3,29.31731487,0,1,2,100,1,{752E06DC-55C0-46FE-B457-BDD73A9CDF24}
10914,Filosoofi tn 22,41,Hea tase,35,79.84772525,2,3,8,20,0.20152275,{C21D190F-545A-45DD-83F3-CCDF295061FB}
10915,Risti tn 2a,8,-,9,48.18361521,0,1,2,100,1,{BF61E061-5507-469B-9545-7CB21C547DD8}
10916,Tamme pst 113,0,-,1,23.25955153,0,0,1,100,1,{C3F34F72-F3FD-431A-AB6E-45C32BC009AB}
10917,Lai tn 32a,112,Hea tase,89,68.64779505,1,4,10,31,0.31352205,{B2DE9859-30D3-4A97-AD33-D2816D733F3C}
10918,Rüütli tn 17 // 19,120,Hea tase,110,59.21204089,1,3,11,41,0.40787959,{46B7535B-3BE5-471D-A6EF-D2FA29D4B893}
10919,Tähe tn 91a,9,Baastase,11,59.60931589,2,1,5,70,0.70195342,{8DCEB8E7-B478-425C-AB25-B4812343457B}
10920,Meisli tn 4 // 6,3,-,7,19.02450809,0,0,1,100,1,{26650A37-9880-43A3-BA0C-539DA7F4ECE8}
10921,Kesk kaar 35,5,Baastase,12,61.48228267,1,1,3,69,0.69258859,{BEB6C892-E920-44E2-98C3-D5131754742A}
10922,Elva tn 18a,5,Baastase,13,54.30410397,1,1,3,73,0.72847948,{09FF5FB4-FEC4-4F73-99DF-EACC62E151E8}
10923,Herne tn 30,34,Baastase,42,45.2635564,1,2,4,77,0.77368222,{24C0EB7D-2883-43EE-8940-FBA24CDB3773}
10924,Kraavikalda tn 42,0,-,0,0.29213362,0,0,2,100,1,{B24C0795-8399-446B-84ED-EEB7A9C782F3}
10925,Orava tn 6,6,-,9,48.84844521,1,0,3,100,1,{9A456528-4CF8-44C4-B3C7-9AAD7CB5CD71}
10926,Kopli tn 1,2,Baastase,10,54.33051166,1,2,3,73,0.72834744,{ABCA9083-601C-453A-94A6-076DD9782C99}
10927,J. Kuperjanovi tn 10/7,53,Hea tase,54,60.72494161,3,6,7,39,0.39275058,{E09617C0-9F64-4707-8664-B25D0761EA91}
10928,Rukki tn 13,3,Baastase,11,51.79835483,1,2,3,74,0.74100823,{0F10D586-0D68-4FBE-94DA-1638E2837C52}
10929,Puhkekodu tn 1b,8,-,19,34.17026294,0,0,4,100,1,{238BC3B5-A19B-4B24-946C-21AA725FCE1D}
10930,Luigelahe tn 12,0,-,1,3.5291946,0,0,0,100,1,{33CC9852-3899-4E58-8D38-3158FD4128F6}
10931,Roosi tn 55,12,Baastase,17,54.1823239,1,2,5,73,0.72908838,{71540BC0-FE0F-46AD-8533-E3AC7DC0D1A1}
10932,Pallase pst 125/7,0,-,0,1.30585777,0,0,2,100,1,{866320DA-0A6E-42C5-9195-C49395DDE915}
10933,Pallase pst 125/8,0,-,0,1.30585777,0,0,2,100,1,{19CA18E2-1625-4ABF-B324-FFEA655C1B0A}
10934,Veeriku tn 18,5,Baastase,23,47.85074099,1,3,3,76,0.7607463,{19EC3E3E-1723-41E4-B1A9-A9A1A08C5273}
10935,Turu põik 3,4,-,7,20.08324974,0,0,2,100,1,{6F132AD7-E833-4D71-9672-50FD2F0F48C3}
10936,Sepa tn 21,5,-,7,23.88881488,0,0,2,100,1,{BFB51397-5BF6-4D3D-9A71-0C6A92A7EAE7}
10937,Herne tn 15,56,Baastase,53,48.23430574,1,3,4,76,0.75882847,{7C67E9EE-6621-4EE4-B9CB-8388DDC9FCFE}
10938,Tähe tn 114b,4,-,0,17.59645482,0,1,2,100,1,{70490344-A0FB-4709-8335-5E3282149DCE}
10939,Meisli tn 9,3,-,2,13.07477664,0,0,2,100,1,{26A644F8-9560-41EF-B870-13CA490CDA00}
10940,Uus tn 17 // 17a // 19,8,Baastase,14,57.01906857,2,1,12,71,0.71490466,{CEC7F1E5-7FA7-4DE7-BB07-4B2462565959}
10941,Betooni tn 9,3,Baastase,10,26.01921354,1,3,3,87,0.86990393,{A279C103-4681-42D0-BCD2-EB9C359D1CCE}
10942,Betooni tn 9c,2,Baastase,9,24.11200521,1,2,3,88,0.87943997,{D298323E-5241-4A42-825E-C1337098DE13}
10943,Turu tn 28e,3,-,4,19.56006954,1,0,3,100,1,{0D395C2C-89A1-429F-AA01-00F21617DD53}
10944,Aardla tn 1,11,Baastase,6,59.68704358,2,4,3,70,0.70156478,{D18D83F3-0DF6-4652-80BD-3B9E30F20073}
10945,Aardla tn 3,11,Baastase,6,60.40913029,2,4,3,70,0.69795435,{CED63BB9-5656-4E62-958D-679E83D90CA4}
10946,Turu tn 28a,4,-,7,19.56006954,1,0,3,100,1,{C832F280-F5A1-4275-9753-EBFC6F8019B5}
10947,Lääne tn 26,1,Baastase,3,18.41646877,1,1,2,91,0.90791766,{BD432D2C-BE05-402B-B134-53D7D7CA09D8}
10948,Roosi tn 55a/1,12,Baastase,18,54.1823239,1,2,4,73,0.72908838,{BCA068B2-EF1A-40B8-82FD-3220B643E9D0}
10949,Ilmatsalu tn 3b,4,Baastase,21,49.15849886,1,4,3,75,0.75420751,{EAB9DF20-20EC-43F2-82D7-965F8AB1C298}
10950,J. Kuperjanovi tn 10/1,55,Hea tase,57,60.72494161,3,6,7,39,0.39275058,{B40772B4-EEB2-4FE3-BDF4-F6F393DBBAB3}
10951,Rebase tn 2a/6,13,Baastase,10,62.42716081,1,1,5,69,0.6878642,{E3AB432C-E9A7-4BC7-A9D5-71275101503F}
10952,Pikk tn 12b,33,Hea tase,37,59.65170458,2,2,11,40,0.40348295,{1E14F1A3-A6E5-44C1-8EF2-8D37D247EF54}
10953,Pikk tn 12 // 12c,30,Hea tase,38,59.65170458,2,2,11,40,0.40348295,{E2BDD2D1-163A-46FE-A144-8E0497167665}
10954,Tähe tn 135,4,-,0,8.16798678,0,0,0,100,1,{BD60D24E-72A1-43A6-BC25-AF4D0158B570}
10955,Tähe tn 135g,2,-,0,8.16798678,0,0,0,100,1,{2C0F63B5-1230-4684-9975-A33B67558E9C}
10956,K. A. Hermanni tn 8,10,Baastase,15,45.84043245,2,2,2,77,0.77079784,{7A1A6C2A-DA01-4469-B9D3-B8F725177C04}
10957,Herne tn 42,16,Baastase,31,44.27681104,1,2,1,78,0.77861594,{672C2AD9-FD87-4D2A-BFA7-E02F3DF256EF}
10958,Saalungi tn 14,2,-,5,13.73848195,0,1,3,100,1,{F38344A0-50AC-412B-A81A-B327DEFB222D}
10959,Saalungi tn 16,2,-,1,13.73848195,0,0,3,100,1,{957E0744-6E81-4EAE-8107-94358E80C2F9}
10960,Kõrvitsa tn 1,12,Baastase,24,46.08629352,1,3,1,77,0.76956853,{706B7288-12DD-4E7F-9D08-24183B536927}
10961,Kase tn 7/4,25,-,19,63.54642619,1,0,3,100,1,{9B1F2009-4CA2-4071-8DBD-D6F23A0E265C}
10962,Ringtee tn 37,5,-,1,12.31693064,0,0,1,100,1,{2CEDDDE3-B100-4446-95D4-1081C0688593}
10963,Kungla tn 56,5,-,2,58.34088109,1,0,4,100,1,{3CEDF61B-5C71-4B94-AA5E-AB670F570461}
10964,Veeriku tn 30,4,Baastase,19,52.12593058,1,3,3,74,0.73937035,{65728C74-65F4-4E94-8943-3EC091EB3BE7}
10965,Ringtee tn 35a,5,-,1,18.26666209,0,0,1,100,1,{8CC8CEE7-6427-47D8-B70A-437B19E5DF0B}
10966,Luha tn 2,10,Baastase,17,56.19995554,2,3,7,72,0.71900022,{13E750B0-0796-43BE-A974-79FE933D3693}
10967,Luha tn 4,10,Baastase,17,42.20161721,2,3,7,79,0.78899191,{83C9B115-05DC-4119-AAE9-2C5B82C1A81E}
10968,Luha tn 6,10,Baastase,17,42.20161721,2,2,7,79,0.78899191,{6FB5A680-643A-4E4D-A907-04B8DE8B4D23}
10969,Näituse tn 7,16,Baastase,43,55.27831437,3,5,4,72,0.72360843,{1D2A64E7-E0FD-4723-87A4-9EAAAD4F05F3}
10970,Pärna tn 11,19,Hea tase,23,58.28374794,2,1,12,42,0.41716252,{961630E8-8340-421E-8155-5F38BFAE02C7}
10971,Herne tn 56b,4,Baastase,6,37.79150549,1,2,1,81,0.81104247,{5D3B8013-ED93-4EAA-B094-F50CEB80E623}
10972,Kruusakuru tn 7b,1,-,2,11.00127859,0,1,2,100,1,{819E906B-674A-4BD8-BC6C-660764E0EA6B}
10973,Tervishoiu tn 6a,4,Baastase,25,48.66025238,1,1,5,76,0.75669874,{DDEA85A9-3E22-401F-A9F1-6634992ADCF0}
10974,Timuti tn 23,0,-,0,16.70156769,0,0,0,100,1,{D2060E6B-5112-4AED-9E96-0136F495A3C5}
10975,Pepleri tn 10a/1,86,Hea tase,74,67.82214309,3,6,8,32,0.32177857,{944AE9A1-9E8C-4E16-832A-01926170DA82}
10976,Lubja tn 1c/6,3,-,7,49.21493442,0,1,3,100,1,{8640628A-D7BB-43DA-AC22-3D9E1246B6D9}
10977,Lääne tn 2,8,Baastase,15,50.90087685,3,1,4,75,0.74549562,{CDC8F6A3-FB06-49D2-A354-D1BAE1FF600E}
10978,Väike kaar 21a,15,-,16,54.32298037,2,0,3,100,1,{3F3F228E-F307-4A27-BD82-6FDBE45FCD91}
10979,Pastelli tn 8,0,-,1,0.1794775,0,0,0,100,1,{5EA13F76-7679-4F13-BA07-2730EBE11D3E}
10980,Metshaldja tn 2a,0,-,0,4.43321443,0,0,0,100,1,{48E9916F-2B9C-4B83-B1C9-0E636CCB9117}
10981,Kure tn 12,1,Baastase,3,37.99958653,1,1,1,81,0.81000207,{224A6A0E-6443-49E8-8E15-89B71C818614}
10982,Kastani tn 39b/14,31,Hea tase,29,54.2436571,3,5,5,46,0.45756343,{981FD26A-89BD-439B-990A-93DCA312858F}
10983,Kasesalu tee 51,0,-,2,1.30585777,0,0,2,100,1,{D3EB7430-AF50-4A3E-B75F-E8FE1E5F9DF2}
10984,Ristikheina tee 2,0,-,2,1.30585777,0,0,2,100,1,{B04ED8CA-2F34-4134-99E0-E144E00671A8}
10985,Ristikheina tee 1,0,-,2,1.30585777,0,0,2,100,1,{09637237-8D82-4909-8719-92D45C98F3F0}
10986,Jaanilille tee 4,0,-,2,1.30585777,0,0,2,100,1,{AAFD62B9-E3A7-4963-80DC-F7B50B76037F}
10987,Aruheina tee 2,0,-,2,1.30585777,0,0,2,100,1,{17A085E5-77D7-4223-B864-425C1F5C7093}
10988,Jaanilille tee 2,0,-,2,1.30585777,0,0,2,100,1,{D63182A9-493C-4EB2-AB04-05C89376C5F6}
10989,Kastani tn 181a,26,-,19,61.98432738,3,0,4,100,1,{721E3447-B2AE-4767-99CE-214A0D031683}
10990,Ujula tn 98,4,-,6,34.85878718,0,1,2,100,1,{599446E4-8083-4FC2-9847-A4537955057E}
10991,K. A. Hermanni tn 7,11,Baastase,18,48.71743515,2,2,2,76,0.75641282,{C3609558-4BC5-4100-9B1F-FACFCF77FEDC}
10992,Roopa tn 34,0,-,1,24.12744236,0,0,1,100,1,{965E3083-10D7-49C8-BB33-AD3436D79E65}
10993,Lemmatsi tn 9a/14,2,-,2,24.06581438,1,0,1,100,1,{01CDD124-CE2E-4889-9EDE-77BB82648540}
10994,Soinaste tn 17b,1,Baastase,3,40.34856978,1,2,1,80,0.79825715,{00CBF99C-5DA3-467F-B127-2DDC7D538DFA}
10995,Kaunase pst 81a,8,Baastase,13,32.14036583,2,6,6,84,0.83929817,{5B689B18-5912-4777-ACD5-C3B9CC8C1AC4}
10996,Raatuse tn 69 // 71,17,Hea tase,28,59.45268425,2,3,12,41,0.40547316,{12AF3B9D-B1C9-4B69-AE6F-EEAEA88A9119}
10997,Teaduspargi tn 7,17,-,26,36.75913067,0,1,3,100,1,{AEB21B13-690D-45B3-9989-A65D322DABEF}
10998,Teaduspargi tn 4,17,-,27,8.12042804,0,1,3,100,1,{71229081-3C6C-4B38-8E49-9F7BFF19B048}
10999,Puhkekodu tn 10,2,-,5,32.66021674,0,0,2,100,1,{CA2629F2-14DB-4EB5-85B9-1B8E82321E48}
11000,Puhkekodu tn 12,2,-,4,31.85709055,0,0,2,100,1,{498405C4-3312-4137-945B-FB7C4CC9E459}
11001,Vaksali tn 2d,29,Baastase,27,57.6196126,2,5,3,71,0.71190194,{E88ECB50-FD18-468D-8428-20A997B31645}
11002,Filosoofi tn 19 // 21,38,Hea tase,34,71.76315574,2,3,7,28,0.28236844,{8BEAAB13-F420-452A-8AA6-8B9356D6FEBD}
11003,Männi tn 1a,12,Baastase,20,51.05529219,4,1,6,74,0.74472354,{F7F51D87-B819-454D-AE39-112289514865}
11004,Timuti tn 50,0,-,0,16.70156769,0,0,0,100,1,{D5D5D635-7DCD-49B3-BB5B-7CA03D8F15B1}
11005,Põik tn 11,86,Hea tase,85,61.80682391,2,3,11,38,0.38193176,{BBF31B4B-DBDA-4D92-97FA-96ED34743A49}
11006,Teaduspargi tn 5,17,-,26,36.75913067,0,1,3,100,1,{D3E357DC-5404-4C9A-A759-581B98F13337}
11007,Kartuli tn 10,14,Baastase,30,43.30719375,1,2,1,78,0.78346403,{308B9566-537A-406F-BC72-A001AE5AE176}
11008,Heki tn 6,1,Baastase,4,28.10742296,1,1,1,86,0.85946289,{1EDF886F-D4AD-4C41-B689-073B16B735FC}
11009,Näituse tn 37,6,Baastase,28,61.27337757,2,4,4,69,0.69363311,{3C55A1FF-4994-46CB-BA0E-32E6B6D8F7F5}
11010,Lille tn 9,96,Hea tase,76,81.36737115,2,6,12,19,0.18632629,{26BF5589-E9D3-4E2B-9647-55177330025B}
11011,Õpetaja tn 10,62,Hea tase,52,68.67408696,3,6,8,31,0.31325913,{F285C46F-9A45-4526-9EB8-F2BF0F463583}
11012,Ristiku tn 7,1,-,1,18.87811438,1,0,0,100,1,{3E772ED8-EB81-4056-AE64-22356755975B}
11013,Näituse tn 15,14,Baastase,37,57.87597136,3,3,1,71,0.71062014,{9661FEF5-1340-4316-ABB8-565BCB12E611}
11014,Kastani tn 1,22,Baastase,44,54.89036082,3,5,3,73,0.7255482,{81F6BAD3-352F-454F-9B41-BC9E40274250}
11015,Madruse tn 1a,0,-,2,6.44274075,0,0,0,100,1,{762AD086-943F-41E2-B3C0-2C462DA5C7A2}
11016,Kruusamäe tn 11,0,-,6,19.74624552,0,0,4,100,1,{315887AD-609C-4D21-8ABA-60DDEEDFFB8D}
11017,Jaama tn 8,13,Baastase,38,57.24062441,2,3,4,71,0.71379688,{861899D9-61BD-4B82-98DA-2A08FEEFC1CC}
11018,Õnne tn 39,14,Baastase,8,59.85288478,2,2,6,70,0.70073558,{62D8BE8C-DB34-40C5-865A-DE8E98B2F992}
11019,Herne tn 63,3,-,6,28.61309565,1,0,2,100,1,{1FD9EF59-5D16-47F1-8B2A-F2EC25DB02FF}
11020,Turu tn 35b,5,-,10,35.8079685,2,0,3,100,1,{AD45F4CC-24C6-415F-AF30-3AEA98E4E4FE}
11021,Astri tn 6,5,Baastase,23,43.05976143,1,3,4,78,0.78470119,{089A5435-C65F-43BE-80C1-90E6A44F0FE2}
11022,Näituse tn 9,16,Baastase,38,56.65720846,3,5,1,72,0.71671396,{5287A7B2-1DBF-4EC4-90CD-7EB3CB2DEBC9}
11023,F. R. Kreutzwaldi tn 30a,11,Baastase,12,46.72080571,1,1,2,77,0.76639597,{ABD3EAD8-FFA5-45C4-ADCB-3B639AF43B0F}
11024,Anne tn 70k/26,12,Baastase,25,26.56933166,4,5,7,87,0.86715334,{71D5D797-8D04-4D8D-8247-26DFB3219AFB}
11025,Staadioni tn 73,6,-,3,48.18361521,0,1,2,100,1,{A1193206-25CF-48CF-9DF2-A65C875C9471}
11026,Tehase tn 19a,3,Baastase,4,21.7276927,1,1,3,89,0.89136154,{4AFF9E6C-6764-4931-B423-B991C4EBFDF0}
11027,Tehase tn 19b,3,Baastase,4,21.7276927,1,1,3,89,0.89136154,{41922219-790D-4CF1-B3C0-C6BA27CCDC97}
11028,Jaama tn 60 // 60a,7,Baastase,15,56.17340191,2,2,7,72,0.71913299,{947D82C4-CC48-41CE-9CE0-1393F20F73B4}
