Index,Address,Room Count,Size,Price,Accessibility
548,"Tartu, Tartu linn, Tähtvere, A. H. Tammsaare tn 2",3,68.1 m²,124 000 €,-
549,"Tartu, Tartu linn, Ropka, Ropka tn 16a",2,46 m²,89 900 €,Baastase
550,"Tartu, Tartu linn, Annelinn, Mõisavahe 5",2,45.6 m²,72 000 €,Baastase
551,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-4",3,72.5 m²,201 900 €,-
552,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-21",3,69 m²,369 990 €,Hea tase
553,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22",4,81.3 m²,289 000 €,Hea tase
554,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe 4 (Broneeritud)",3,77.4 m²,184 000 €,-
555,"Tartu, Tartu linn, Kesklinn, Vallikraavi 10",3,60.5 m²,187 000 €,Hea tase
556,"Tartu, Tartu linn, Annelinn, Kaunase pst 19",4,76.2 m²,123 000 €,Baastase
557,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 47",2,46.1 m²,83 000 €,Baastase
558,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-23",2,40.9 m²,177 000 €,Hea tase
559,"Tartu, Ränilinn, Rehetare tee 2",5,132 m²,245 000 €,-
560,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 62",2,46.1 m²,83 000 €,-
561,"Tartu, Tartu linn, Ropka, Tartu, Vasara 25b",2,47.6 m²,79 900 €,Baastase
562,"Tartu, Kesklinn, Kannikese tn 33",1,26.9 m²,355 €,Baastase
563,"Tartu, Tartu linn, Karlova, Rebase 17-82",3,80.2 m²,228 800 €,-
564,"Tartu, Tartu linn, Ülejõe, Puiestee tn 61",2,40 m²,92 000 €,Baastase
565,"Tartu, Tartu linn, Annelinn, Anne 86",3,65 m²,141 900 €,Baastase
566,"Tartu, Tartu linn, Ülejõe, Fortuuna tn 33-8",1,28.5 m²,131 900 €,Hea tase
567,"Tartu, Tartu linn, Karlova, Siili tn 10-13",2,46.7 m²,156 000 €,-
568,"Tartu, Tartu linn, Annelinn, Kalda tee 24",2,53 m²,119 000 €,Baastase
569,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-18",3,59.7 m²,173 900 €,-
570,"Tartu, Tartu linn, Ropka tööstusrajoon, Vasara tn 25",1,11.5 m²,35 000 €,Baastase
571,"Tartu, Ülejõe, Staadioni 10",2,38.6 m²,96 900 €,Baastase
572,"Tartu, Tartu linn, Karlova, Võru tn 65a-4",3,55.1 m²,199 000 €,Baastase
573,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-11",3,91.2 m²,350 000 €,Hea tase
574,"Tartu, Tartu linn, Ülejõe, Anne 1",2,46.9 m²,123 900 €,Baastase
575,"Tartu, Tartu linn, Raadi-Kruusamäe, Kõrveküla, Kõrve 38-2",5,111.9 m²,225 000 €,-
576,"Tartu, Tartu linn, Ülejõe, Pärna tn 6",3,50.6 m²,120 000 €,Hea tase
577,"Tartu, Tartu linn, Tammelinn, Riia tn 124",2,36.1 m²,89 000 €,Baastase
578,"Tartu, Tartu linn, Ülejõe, Pikk tn 78",2,45.4 m²,99 900 €,Hea tase
579,"Tartu, Tartu linn, Supilinn, Meloni 33-1",2,33.7 m²,178 000 €,-
580,"Tartu, Tartu linn, Teemandi tn 9",3,65.8 m²,125 000 €,-
581,"Tartu, Tartu linn, Annelinn, Kalda tee 8",2,37 m²,125 000 €,Baastase
582,"Tartu, Tartu linn, Supilinn, Kesklinn, Marja tn 16-3",3,37.5 m²,134 900 €,Baastase
583,"Tartu, Tartu linn, Ränilinn, Riia mnt",3,75.4 m²,155 000 €,-
584,"Tartu, Tartu linn, Karlova, Siili tn 10-18",3,79.6 m²,216 000 €,-
585,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 36",4,78.5 m²,134 000 €,Baastase
586,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-18",2,57 m²,178 900 €,-
587,"Tartu, Tartu linn, Jaamamõisa, Lehe tn 22",3,65.9 m²,222 000 €,Baastase
588,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 33",4,76.6 m²,119 000 €,-
589,"Tartu, Tartu linn, Kesklinn, Kitsas tn 5",3,71.6 m²,405 000 €,Hea tase
590,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-5",2,48.3 m²,186 900 €,-
591,"Tartu, Tartu linn, Jaamamõisa, Jaama 85",1,14.5 m²,35 900 €,Baastase
592,"Tartu, Annelinn, Jaama 167-3",4,84.3 m²,191 000 €,Baastase
593,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadi, Ermi tn 19",3,65.1 m²,193 900 €,-
594,"Tartu, Tartu linn, Kesklinn, Lao 2",2,40.5 m²,115 000 €,Hea tase
595,"Tartu, Tartu linn, Annelinn, Kaunase pst 43",4,75.1 m²,125 000 €,Baastase
596,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 10-20",3,51.2 m²,167 900 €,-
597,"Tartu, Karlova, Kastani 147//149",1,17.1 m²,57 000 €,-
598,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-7",3,70 m²,189 900 €,-
599,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-23",4,69.6 m²,184 990 €,-
600,"Tartu, Tartu linn, Supilinn, Selleri tn 5",3,57.2 m²,239 900 €,Baastase
601,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-21",3,52.9 m²,156 990 €,-
602,"Tartu, Tartu linn, Supilinn, Kroonuaia tn 26",2,59.3 m²,103 500 €,Hea tase
603,"Tartu, Tartu linn, Karlova, Siili tn 12-23",3,92.3 m²,234 000 €,-
604,"Tartu, Tartu linn, Ropka tn 24",2,91.6 m²,219 000 €,Baastase
605,"Tartu, Tartu linn, Tammelinn, Suur kaar 58",3,50.1 m²,126 000 €,Baastase
606,"Tartu, Tartu linn, Ülejõe, Puiestee tn 59",3,55 m²,109 000 €,Baastase
607,"Tartu, Tartu linn, Ränilinn, Riia tn",3,73.4 m²,159 000 €,-
608,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-7",3,68.6 m²,288 120 €,-
609,"Tartu, Tartu linn, Kesklinn, Võru tn 65a-9",2,100.8 m²,239 000 €,Baastase
610,"Tartu, Tartu linn, Karlova, Kalevi tn 111",1,33.8 m²,86 900 €,Baastase
611,"Tartu, Tartu linn, Karlova, Rebase 17-37",2,44.2 m²,147 400 €,-
612,"Tartu, Ropka, Aardla 7a",4,56.7 m²,95 000 €,Baastase
613,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-4",4,84.7 m²,359 000 €,Hea tase
614,"Tartu, Tartu linn, Karlova, Nõva tn 4",3,62.8 m²,128 000 €,Baastase
615,"Tartu, Tartu linn, Annelinn, Kaunase pst 62 (Broneeritud)",2,46.3 m²,78 900 €,Baastase
616,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-3",3,75.5 m²,198 900 €,-
617,"Tartu, Tartu linn, Tähtvere, Näituse tn 17",4,123.2 m²,210 000 €,Baastase
618,"Tartu, Tartu linn, Raadi-Kruusamäe, Mõisa allee 3",3,67.5 m²,158 000 €,-
619,"Tartu, Kesklinn, Mõisavahe tn 71b/2",2,46.1 m²,149 900 €,Baastase
620,"Tartu, Tartu linn, Annelinn, Sõpruse pst 1 (Broneeritud)",3,59.7 m²,82 000 €,Baastase
621,"Tartu, Tartu linn, Annelinn, Sõpruse pst 5 (Broneeritud)",3,56.6 m²,95 000 €,Hea tase
622,"Tartu, Tartu linn, Ihaste, Pallase pst 127",5,93.5 m²,169 900 €,-
623,"Tartu, Tartu linn, Veeriku, Viljandi mnt 46a",3,55.8 m²,129 000 €,-
624,"Tartu, Tartu linn, Annelinn, Jaama tn 177",2,45.3 m²,70 000 €,Baastase
625,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-27",3,69.4 m²,364 990 €,Hea tase
626,"Tartu, Tartu linn, Karlova, Väike-Tähe 16 (Broneeritud)",5,137.9 m²,232 000 €,Hea tase
627,"Tartu, Annelinn, Mõisavahe 43",2,46.1 m²,85 000 €,Baastase
628,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 20",2,41.1 m²,85 000 €,Hea tase
629,"Tartu, Tartu linn, Kesklinn, Staadioni 3",3,66.8 m²,128 100 €,Hea tase
630,"Tartu, Tartu linn, Ropka, Ropka mõis, Ropka tee 6-1",4,86 m²,249 000 €,Baastase
631,"Tartu, Tartu linn, Kesklinn, Karlova, Kalevi tn 51",2,59.7 m²,100 035 €,Hea tase
632,"Tartu, Tartu linn, Annelinn, Lääne 3",1,26.8 m²,59 000 €,Baastase
633,"Tartu, Tartu linn, Karlova, Kuu tn 2",2,49.2 m²,91 000 €,Baastase
634,"Tartu, Tartu linn, Annelinn, Anne tn 37-8",1,37.8 m²,39 700 €,Hea tase
635,"Tartu, Tartu linn, Kesklinn, Vanalinn, Munga tn 10",2,49 m²,164 900 €,Hea tase
636,"Tartu, Tartu linn, Vaksali, Riia 48",2,38.8 m²,109 000 €,-
637,"Tartu, Karlova, Võru 38",1,27.6 m²,72 000 €,Hea tase
638,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-14 (Broneeritud)",1,31.3 m²,112 990 €,-
639,"Tartu, Tartu linn, Karlova, Sõbra tn 48",2,43.3 m²,108 000 €,Baastase
640,"Tartu, Tartu linn, Karlova, Siili tn 10-1",2,46.5 m²,152 000 €,-
641,"Tartu, Tartu linn, Raadi-Kruusamäe, Kukerpuu tn 1-13",3,59.5 m²,162 000 €,-
642,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 10",3,65.8 m²,105 000 €,-
643,"Tartu, Tartu linn, Ülejõe, Pikk tn 84",4,66.9 m²,150 000 €,Hea tase
644,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-24",2,52.2 m²,219 000 €,Hea tase
645,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 11/1-12",4,84.9 m²,263 190 €,-
646,"Tartu, Tartu linn, Karlova, Võru tn",3,60 m²,160 000 €,-
647,"Tartu, Tartu linn, Jaamamõisa, Lääne 11",2,37.8 m²,73 000 €,Baastase
648,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-1",2,47.8 m²,236 000 €,-
649,"Tartu, Tartu linn, Supilinn, Meloni 33-7",2,39.2 m²,223 000 €,-
650,"Tartu, Tartu linn, Kesklinn, Riia tn 22a",2,49.6 m²,249 900 €,Hea tase
651,"Tartu, Tartu linn, Ülejõe, Ülejõe, Anne 2",4,60.3 m²,133 000 €,Baastase
652,"Tartu, Tartu linn, Kesklinn, Fortuuna 1",3,83.6 m²,195 000 €,Hea tase
653,"Tartu, Tartu linn, Ülejõe, Uus 36",2,43.7 m²,109 999 €,Baastase
654,"Tartu, Tartu linn, Kesklinn, Kloostri tn 6 (Broneeritud)",2,51.8 m²,115 000 €,Hea tase
655,"Tartu, Tartu linn, Tähtvere, Hiie",3,89 m²,167 000 €,-
656,"Tartu, Tartu linn, Tammelinn, Savi tn 6a",2,38.3 m²,160 000 €,Baastase
657,"Tartu, Ränilinn, Rehetare tee 2",5,132 m²,245 000 €,-
658,"Tartu, Tartu linn, Variku, Timuti tn 13a",2,38.2 m²,125 000 €,-
659,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-24",3,63.5 m²,173 900 €,-
660,"Tartu, Tartu linn, Annelinn, Jaama 189",3,65.4 m²,110 000 €,Baastase
661,"Tartu, Kesklinn, Aida tn 3c",3,92 m²,235 000 €,Hea tase
662,"Tartu, Tartu linn, Karlova, Lev Tolstoi 13a",4,85.2 m²,235 000 €,-
663,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-27",3,65.2 m²,187 900 €,-
664,"Tartu, Annelinn, Kalda tee 24",3,65.3 m²,165 000 €,Baastase
665,"Tartu, Tartu linn, Ihaste, Varsa tn 7/5  UUS HIND!",4,144.1 m²,247 000 €,-
666,"Tartu, Tartu linn, Supilinn, Oa tn 35a-9 (Broneeritud)",2,32.5 m²,143 900 €,Baastase
667,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 17-24",2,47.8 m²,79 900 €,Baastase
668,"Tartu, Tartu linn, Tammelinn, Savi tn 6a",4,90.9 m²,268 000 €,Baastase
669,"Tartu, Tartu linn, Kesklinn, Vanalinn, Vallikraavi tn 10",1,20.5 m²,125 000 €,Hea tase
670,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-10",3,54.6 m²,270 000 €,-
671,"Tartu, Tartu linn, Veeriku, Näituse 28",1,32.7 m²,64 999 €,Baastase
672,"Tartu, Tartu linn, Ülejõe, Fortuuna tn 33-1",1,28.5 m²,129 900 €,Hea tase
673,"Tartu, Tartu linn, Ülejõe, Kesklinn, Jaama tn 22",1,34 m²,69 900 €,Baastase
674,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-4",2,40.9 m²,170 000 €,Hea tase
675,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 2-3",4,91.4 m²,251 900 €,-
676,"Tartu, Annelinn, Jaama 167-60",3,59.9 m²,165 000 €,Baastase
677,"Tartu, Tartu linn, Karlova, Rebase 17-1",3,75.7 m²,234 000 €,-
678,"Tartu, Tartu linn, Karlova, Sõbra tn 35a",3,81.7 m²,220 000 €,-
679,"Tartu, Tartu linn, Ülejõe, Raatuse tn 101",2,39.3 m²,140 000 €,Baastase
680,"Tartu, Tartu linn, Annelinn, Kaunase pst 6",1,33.6 m²,65 900 €,Baastase
681,"Tartu, Tartu linn, Ropka, Ropka tn 15a",2,47.3 m²,127 000 €,Baastase
682,"Tartu, Tartu linn, Karlova, Siili tn 12-34",2,55.5 m²,189 000 €,-
683,"Tartu, Tartu linn, Annelinn, Kalda tee 28",3,72.7 m²,114 500 €,Baastase
684,"Tartu, Tartu linn, Kesklinn, Jakobi 19",2,48.9 m²,142 000 €,Hea tase
685,"Tartu, Veeriku, Väike-Kaar 43",2,34.6 m²,80 000 €,-
686,"Tartu, Annelinn, Pikk tn 80",3,72.8 m²,130 000 €,Hea tase
687,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 25",2,48.2 m²,82 000 €,Baastase
688,"Tartu, Tartu linn, Jaamamõisa, Lehe 24",3,66 m²,195 000 €,Baastase
689,"Tartu, Tartu linn, Raadi-Kruusamäe, Roosi 34",1,15.5 m²,54 000 €,Baastase
690,"Tartu, Tartu linn, Ülejõe, Narva mnt 90",2,56 m²,110 000 €,Hea tase
691,"Tartu, Annelinn, Kaunase pst",3,63.1 m²,136 500 €,-
692,"Tartu, Tartu linn, Annelinn, Mõisavahe 27",4,76.8 m²,110 000 €,Baastase
693,"Tartu, Kesklinn, Fortuuna 27-1",2,41.6 m²,185 000 €,Hea tase
694,"Tartu, Tartu linn, Veeriku, Ravila tn 47",1,28.1 m²,72 000 €,Baastase
695,"Tartu, Tartu linn, Kesklinn, Riia tn 8",4,106.9 m²,199 000 €,Hea tase
696,"Tartu, Tartu linn, Karlova, Tähe tn 20",3,75.1 m²,159 900 €,Baastase
697,"Tartu, Tartu linn, Ränilinn, Kristalli tn 16",2,46 m²,140 000 €,-
698,"Tartu, Tartu linn, Karlova, Siili tn 1",3,49 m²,195 900 €,-
699,"Tartu, Tartu linn, Karlova, Rebase 17-89",3,74.6 m²,239 000 €,-
700,"Tartu, Annelinn, Mõisavahe tn 43",1,30.3 m²,67 000 €,Baastase
701,"Tartu, Tartu linn, Ihaste, Pillikoori tee 5/3",3,75.2 m²,189 900 €,-
702,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-1",4,56 m²,171 990 €,-
703,"Tartu, Tartu linn, Annelinn, Mõisavahe 63",4,77.7 m²,139 900 €,Baastase
704,"Tartu, Tartu linn, Annelinn, Anne tn 49 (Broneeritud)",2,46.1 m²,74 900 €,Hea tase
705,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-8",2,31.9 m²,162 990 €,Hea tase
706,"Tartu, Kesklinn, Lai 36b-7",2,49.3 m²,225 000 €,Hea tase
707,"Tartu, Annelinn, Kalda tee 10",2,46.6 m²,79 700 €,Hea tase
708,"Tartu, Tartu linn, Kesklinn, Riia tn 22",2,40 m²,245 000 €,Hea tase
709,"Tartu, Tartu linn, Kesklinn, Kalevi tn 11-4",4,112.4 m²,375 000 €,Hea tase
710,"Tartu, Tartu linn, Supilinn, Piiri 2",2,31.2 m²,89 000 €,Baastase
711,"Tartu, Annelinn, Jaama 167-9",3,68.3 m²,172 000 €,Baastase
712,"Tartu, Annelinn, Kalda tee 22",3,65.8 m²,90 500 €,Baastase
713,"Tartu, Tartu linn, Ränilinn, Rehetare tee",1,34 m²,103 000 €,-
714,"Tartu, Tartu linn, Kummeli tn 6a",4,96.7 m²,249 000 €,-
715,"Tartu, Tartu linn, Annelinn, anne 37-8",1,37.8 m²,39 700 €,-
716,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-7",2,46.1 m²,149 900 €,-
717,"Tartu, Tartu linn, Annelinn, Kaunase pst. 25",3,65.6 m²,85 000 €,-
718,"Tartu, Tartu linn, Annelinn, Kalda tee 22",2,47.7 m²,105 000 €,Baastase
719,"Tartu, Kesklinn, Riia 8",4,78.1 m²,203 000 €,Hea tase
720,"Tartu, Tartu linn, Annelinn, Kaunase pst 10",4,76.2 m²,109 900 €,Baastase
721,"Tartu, Tartu linn, Kesklinn, Lai tn 29",1,32 m²,135 000 €,Hea tase
722,"Tartu, Tartu linn, Ihaste, Krookuse 2-3",4,99.7 m²,219 000 €,-
723,"Tartu, Tartu linn, Annelinn, Jaama 189",3,65.4 m²,102 700 €,Baastase
724,"Tartu, Veeriku, Veeriku tn 16 (Broneeritud)",3,57.4 m²,130 000 €,Baastase
725,"Tartu, Ropka, Aardla 11",2,43.4 m²,121 800 €,Baastase
726,"Tartu, Tartu linn, Karlova, Tähe 26",2,56.4 m²,148 900 €,Baastase
727,"Tartu, Tartu linn, Tähtvere, Friedrich Reinhold Kreutzwaldi 50",1,18.3 m²,96 000 €,-
728,"Tartu, Tartu linn, Veeriku, Ilmatsalu 26a",2,54.3 m²,151 800 €,Baastase
729,"Tartu, Tartu linn, Raadi-Kruusamäe, Puiestee tn 84",2,42.7 m²,95 000 €,Baastase
730,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-25",4,83.6 m²,214 900 €,-
731,"Tartu, Tähtvere, Näituse 8",1,18.7 m²,80 700 €,Baastase
732,"Tartu, Tartu linn, Kesklinn, Lossi tn 21",5,149.5 m²,479 000 €,Hea tase
733,"Tartu, Tartu linn, Jaamamõisa, Lepa 23",3,81 m²,180 000 €,Baastase
734,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-14",2,50.4 m²,167 900 €,-
735,"Tartu, Tartu linn, Karlova, Rebase 17-60",2,41.6 m²,146 400 €,-
736,"Tartu, Tartu linn, Veeriku, TARTU KESKLINN, Veeriku tn 12c",3,72 m²,191 900 €,Baastase
737,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-25",4,83.6 m²,211 900 €,-
738,"Tartu, Tartu linn, Annelinn, Jaama 187",3,65 m²,129 000 €,Baastase
739,"Tartu, Tartu linn, Karlova, Võru tn 65a-4",3,55.1 m²,199 000 €,Baastase
740,"Tartu, Tartu linn, Annelinn, Kaunase pst 4",2,46.3 m²,79 000 €,Baastase
741,"Tartu, Tartu linn, Ränilinn, Aardla 120",2,47.6 m²,102 000 €,-
742,"Tartu, Tartu linn, Kesklinn, Aida tn 7a",2,46.7 m²,114 999 €,Hea tase
743,"Tartu, Tartu linn, Ränilinn, Kevade tn 15-7",4,109.8 m²,286 900 €,-
744,"Tartu, Tartu linn, Annelinn, Anne tn 80",2,46 m²,88 900 €,Baastase
745,"Tartu, Tartu linn, Kesklinn, Aida tn 11",1,29.6 m²,85 000 €,Hea tase
746,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-5",3,58.6 m²,176 990 €,-
747,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-30 (Broneeritud)",3,69.9 m²,199 900 €,-
748,"Tartu, Ihaste, Uus-Veeriku tee 28",3,73.2 m²,186 500 €,-
749,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-1",2,37.7 m²,116 990 €,-
750,"Tartu, Tartu linn, Annelinn, Kaunase pst 60",3,65.7 m²,138 000 €,Baastase
751,"Tartu, Tartu linn, Kesklinn, Karlova, Kalevi tn 51",3,44.8 m²,93 651 €,Hea tase
752,"Tartu, Tartu linn, Ihaste, Krookuse tn 1-2",4,99.7 m²,229 000 €,-
753,"Tartu, Tartu linn, Karlova, Raua tn 8",2,36.5 m²,149 500 €,Baastase
754,"Tartu, Tartu linn, Kesklinn, Kesklinn, Raekoja plats 14",8,255.7 m²,1 165 000 €,Hea tase
755,"Tartu, Tartu linn, Supilinn, Herne tn 35",2,38.9 m²,108 000 €,Baastase
756,"Tartu, Tartu linn, Ülejõe, Jaama tn 27-9",2,28 m²,58 000 €,Hea tase
757,"Tartu, Tartu linn, Kesklinn, Tiigi 9",2,37.6 m²,115 000 €,Hea tase
758,"Tartu, Ränilinn, Rehetare tee 2",5,127.6 m²,245 000 €,-
759,"Tartu, Tartu linn, Ülejõe, Pärna 2 (Broneeritud)",2,41.1 m²,113 000 €,Hea tase
760,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-13",4,84.1 m²,236 900 €,-
761,"Tartu, Annelinn, Sõpruse pst 1",3,56.6 m²,99 000 €,Baastase
762,"Tartu, Kesklinn, Pikk tn 19 (Broneeritud)",2,59.7 m²,149 500 €,Hea tase
763,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 71b/2",3,63.9 m²,179 900 €,Baastase
764,"Tartu, Tartu linn, Ülejõe, Raadi-Kruusamäe, Puiestee tn 49",1,27.1 m²,54 999 €,Baastase
765,"Tartu, Tartu linn, Annelinn, Pikk tn 86",3,65.9 m²,108 000 €,Hea tase
766,"Tartu, Tartu linn, Supilinn, Supilinn, Oa tn 3-5  UUS HIND!",2,60 m²,217 000 €,Hea tase
767,"Tartu, Tartu linn, Ihaste, Ihaste, Koidutähe tee 58",3,99 m²,175 000 €,-
768,"Tartu, Tartu linn, Kesklinn, Riia tn 11",3,82.7 m²,209 000 €,Hea tase
769,"Tartu, Tartu linn, Karlova, Siili tn 10-12",3,79.9 m²,214 000 €,-
770,"Tartu, Tartu linn, Annelinn, Mõisavahe 18",2,45.6 m²,75 000 €,Baastase
771,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-1",3,86.8 m²,349 000 €,Hea tase
772,"Tartu, Tartu linn, Ülejõe, Raatuse 92",3,60 m²,83 600 €,Baastase
773,"Tartu, Tartu linn, Karlova, Linda 16",1,16.9 m²,38 800 €,Baastase
774,"Tartu, Tartu linn, Vaksali, Kooli tn 7",2,44.1 m²,104 000 €,Baastase
775,"Tartu, Tartu linn, Raadi-Kruusamäe, Staadioni 65a",2,61.4 m²,249 000 €,-
776,"Tartu, Karlova, Tähe 105b",3,98 m²,200 000 €,Baastase
777,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-2",3,86.8 m²,349 000 €,Hea tase
778,"Tartu, Tartu linn, Annelinn, Jaama tn 183",2,45.7 m²,85 000 €,Baastase
779,"Tartu, Tartu linn, Annelinn, Mõisavahe 14",4,76.5 m²,105 000 €,Baastase
780,"Tartu, Tartu linn, Raadi-Kruusamäe, Narva mnt 167",2,39 m²,78 000 €,-
781,"Tartu, Tartu linn, Tammelinn, Raudtee tn 1a",2,52.9 m²,119 000 €,Baastase
782,"Tartu, Ülejõe, Pikk 74",2,48.7 m²,92 000 €,Hea tase
783,"Tartu, Tartu linn, Karlova, Võru 156a",2,35 m²,95 000 €,Baastase
784,"Tartu, Tartu linn, Vaksali, Näituse tn 27",3,95 m²,285 000 €,-
785,"Tartu, Tartu linn, Ülejõe, Roosi tn 36",2,43.9 m²,119 000 €,Baastase
786,"Tartu, Kesklinn, Vanemuise 64",2,40.7 m²,122 000 €,Hea tase
787,"Tartu, Tartu linn, Ihaste, Krookuse tn",4,85.2 m²,229 000 €,-
788,"Tartu, Tartu linn, Annelinn, Ihaste põik 32",2,46.1 m²,169 000 €,-
789,"Tartu, Tartu linn, Karlova, Rebase 17-81  UUS HIND!",3,68.2 m²,240 000 €,-
790,"Tartu, Annelinn, Salu tee 61",2,43.7 m²,104 000 €,-
791,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 5",1,31 m²,76 000 €,Baastase
792,"Tartu, Tartu linn, Karlova, Rebase tn 25",2,47.8 m²,164 900 €,-
793,"Tartu, Tartu linn, Ränilinn, Kristalli tn 7",3,63.8 m²,179 000 €,-
794,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-2",3,63.1 m²,179 900 €,-
795,"Tartu, Tartu linn, Annelinn, Mõisavahe 35",4,78.2 m²,99 900 €,Baastase
796,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 32",3,65.7 m²,132 500 €,-
797,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-1 (Broneeritud)",4,84.6 m²,239 900 €,-
798,"Tartu, Annelinn, Kaunase pst 62",3,65.7 m²,118 000 €,Baastase
799,"Tartu, Tartu linn, Karlova, Kesk 30",1,20 m²,74 900 €,Baastase
800,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 62",3,65.4 m²,104 500 €,Baastase
801,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-6",2,66.6 m²,270 000 €,Hea tase
802,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-1",2,38.9 m²,175 000 €,-
803,"Tartu, Karlova, Raua 16a",3,45 m²,75 000 €,Baastase
804,"Tartu, Kesklinn, Turu tn 11 (Broneeritud)",2,42.5 m²,120 000 €,Hea tase
805,"Tartu, Tartu linn, Annelinn, Kaunase pst. 3",2,46.1 m²,95 000 €,-
806,"Tartu, Tartu linn, Supilinn, Oa tn 35a-2 (Broneeritud)",2,56.2 m²,233 900 €,Baastase
807,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-14",2,50.3 m²,164 900 €,-
808,"Tartu, Tartu linn, Karlova, Kalevi tn 97a-1",4,101.8 m²,339 000 €,Baastase
809,"Tartu, Tartu linn, Ülejõe, Uus tn 9",2,46 m²,137 000 €,Baastase
810,"Tartu, Tartu linn, Karlova, Rebase tn 5",4,78.8 m²,180 000 €,Baastase
811,"Tartu, Tartu linn, Ülejõe, Kalda tee 8",2,37 m²,125 000 €,Baastase
812,"Tartu, Tartu linn, Ihaste, E. Wiiralti tn 31",5,197.5 m²,254 900 €,-
813,"Tartu, Tartu linn, Ropka, Ringtee tn 9",1,37.5 m²,76 900 €,-
814,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-17",4,98.3 m²,399 000 €,Hea tase
815,"Tartu, Karlova, Eha 6",2,32.4 m²,88 300 €,Baastase
816,"Tartu, Kesklinn, Lai tn 29",1,30.4 m²,139 000 €,Hea tase
817,"Tartu, Kesklinn, Fortuuna tn 35",2,51.6 m²,189 000 €,Hea tase
818,"Tartu, Tartu linn, Tammelinn, Soinaste tn 8d",3,77.2 m²,238 000 €,Baastase
819,"Tartu, Vaksali, Võru 55c",1,10.7 m²,35 000 €,Baastase
820,"Tartu, Tartu linn, Ränilinn, Aardla tn 130",2,48.8 m²,115 000 €,-
821,"Tartu, Tartu linn, Jaamamõisa, Jaama 179",3,65 m²,100 000 €,Baastase
822,"Tartu, Tartu linn, Kesklinn, Aleksandri 18 (Broneeritud)",1,19.5 m²,50 000 €,Hea tase
