Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
508,"Tartu, Tartu linn, Tammelinn, Tamme pst 82",3,110.2,285000,1.0,Baastase,39.04399236,1.0,2.0,1.0,1.0,80.0,0.80478004,45.0,26.697519451142007,58.3569105,2961.293251301066
509,"Tartu, Tartu linn, Ropka, Ropka tn 6",2,46.4,119900,5.0,Baastase,60.84429816,2.0,1.0,5.0,9.0,70.0,0.69577851,45.0,26.72378922380953,58.359116,2338.9395677209877
510,"Tartu, Tartu linn, Supilinn, Meloni 33-9",2,42.5,292000,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989629
511,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-15",3,63.0,180900,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.3025326845172
512,"Tartu, Tartu linn, Vaksali, J. Kuperjanovi tn 38",1,29.4,69900,31.0,Hea tase,57.65326359,3.0,5.0,5.0,32.0,42.0,0.42346736,46.17695630081301,26.71089059678937,58.37587695,815.0856399192986
513,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 3",2,45.3,84900,16.0,Baastase,51.05529219,3.0,2.0,4.0,9.0,74.0,0.74472354,46.17695630081301,26.75197486154136,58.382796,1763.6755901127294
514,"Tartu, Kesklinn, Põik 16-5",4,113.8,505000,86.0,Hea tase,61.80682391,2.0,3.0,11.0,91.0,38.0,0.38193176,55.0,26.733247448664123,58.3809578,649.4014463977966
515,"Tartu, Tartu linn, Karlova, Vaba tn 28",1,16.7,52000,18.0,Baastase,57.35560579,2.0,1.0,5.0,12.0,71.0,0.71322197,55.0,26.72808343748969,58.365961,1611.1662033142732
516,"Tartu, Kesklinn, Fortuuna 27-15",1,25.6,130000,70.0,Hea tase,61.65628658,2.0,2.0,13.0,62.0,38.0,0.38343713,60.0,26.73539363247176,58.38090445,773.104484089641
517,"Tartu, Tartu linn, Annelinn, Anne tn 77",2,49.5,75000,23.0,Baastase,26.57337897,4.0,6.0,9.0,10.0,87.0,0.86713311,46.17695630081301,26.761779576957338,58.375062,2378.8940124124742
518,"Tartu, Kesklinn, Narva mnt 107",2,50.3,125000,41.0,Hea tase,58.51840304,2.0,3.0,9.0,27.0,41.0,0.41481597,65.0,26.72727797542628,58.3874665,871.3162690384913
519,"Tartu, Veeriku, Kogre tee 4",3,66.5,113000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.67253532939589,58.36426825,3402.8166576746903
520,"Tartu, Kesklinn, Nõlvaku tn 15",1,34.2,85000,12.0,Baastase,35.74140689,2.0,5.0,7.0,8.0,82.0,0.82129297,45.0,26.77838704623425,58.374966,3332.8817311938988
521,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 46",4,78.6,115000,11.0,Baastase,35.74140689,2.0,4.0,6.0,8.0,82.0,0.82129297,45.0,26.7794685,58.3736045,3424.103443027471
522,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 31",2,46.3,87000,13.0,Baastase,35.08545566,2.0,4.0,5.0,5.0,82.0,0.82457272,40.0,26.77780708331441,58.3712269,3396.6563102733176
523,"Tartu, Tartu linn, Ülejõe, Puiestee tn 17a",2,31.7,123500,4.0,-,48.34985433,0.0,1.0,2.0,6.0,100.0,1.0,60.0,26.72113606250001,58.392041500000005,1331.784554988146
524,"Tartu, Tartu linn, Karlova, Tähe 74",2,46.2,115000,15.0,Baastase,59.01458889,2.0,1.0,5.0,10.0,70.0,0.70492706,55.0,26.73057460588936,58.364061,1851.397983724431
525,"Tartu, Tartu linn, Ränilinn, Eerika põik 10-6",4,100.3,249900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.66601144062601,58.36763327159149,3572.755992216659
526,"Tartu, Tartu linn, Kesklinn, Ülikooli 1",3,71.0,299999,123.0,Hea tase,68.4643043,4.0,6.0,11.0,153.0,32.0,0.31535696,45.0,26.724001379310344,58.378281,226.52934285953174
527,"Tartu, Tartu linn, Kesklinn, Küütri tn 2",3,65.0,319900,115.0,Hea tase,65.77820496,3.0,6.0,10.0,138.0,34.0,0.34221795,46.17695630081301,26.721074494393832,58.38097275,119.73043512681686
528,"Tartu, Tartu linn, Karlova, Kesk 7",1,14.2,63900,23.0,Hea tase,62.87794972,2.0,3.0,5.0,18.0,37.0,0.3712205,50.0,26.725015411370265,58.368723,1277.333828628618
529,"Tartu, Tartu linn, Karlova, Eha 24",2,42.7,91500,18.0,Baastase,63.6570538,2.0,5.0,8.0,18.0,68.0,0.68171473,40.0,26.72702325707071,58.3697315,1187.89145307923
530,"Tartu, Tartu linn, Annelinn, Anne tn 88",2,45.3,89900,22.0,Baastase,31.6221932,4.0,6.0,9.0,9.0,84.0,0.84188903,46.17695630081301,26.76409516643873,58.3772975,2467.000564540391
531,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 2-6",3,56.8,186900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752531608695023,58.39924085879738,2771.0535209028326
532,"Tartu, Tartu linn, Jaamamõisa, Lehe tn 23-2",2,35.9,127900,8.0,Baastase,17.61379012,3.0,1.0,4.0,2.0,91.0,0.91193105,45.0,26.76194246137837,58.38255045,2337.0534390050007
533,"Tartu, Tartu linn, Ihaste, Luunja, Tamme tee 7",4,120.0,225900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.801438994161,58.379027050000005,4633.489258643793
534,"Tartu, Tartu linn, Karlova, Rebase 17-66",3,73.2,229300,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
535,"Tartu, Tartu linn, Karlova, Teguri tn 32/1",1,18.9,104000,4.0,Baastase,24.26137602,1.0,1.0,3.0,4.0,88.0,0.87869312,46.17695630081301,26.738832481731144,58.359405800000005,2500.510174141026
536,"Tartu, Tartu linn, Variku, Timuti tn 13a-5",3,52.8,156000,1.0,-,18.24479303,1.0,0.0,0.0,0.0,100.0,1.0,40.0,26.70364350054645,58.3480692,3730.5145020276027
537,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-27",2,37.7,125990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
538,"Tartu, Tartu linn, Annelinn, Kalda tee 28",3,61.5,109000,14.0,Baastase,36.7939511,4.0,6.0,8.0,5.0,82.0,0.81603024,55.0,26.76469315909091,58.3718615,2646.521317344958
539,"Tartu, Supilinn, Herne 34A",2,48.0,185000,38.0,Baastase,43.74308742,1.0,2.0,3.0,30.0,78.0,0.78128456,45.0,26.71486509268157,58.38578145,766.8652298199547
540,"Tartu, Tartu linn, Ülejõe, Ülejõe, Jaama 65 (Broneeritud)",2,49.4,85000,15.0,Baastase,57.80482832,2.0,2.0,9.0,8.0,71.0,0.71097586,55.0,26.73976944767442,58.3841255,1117.7391750659567
541,"Tartu, Tartu linn, Karlova, Lootuse tn 2a",4,98.8,399900,21.0,Baastase,65.68384537,2.0,4.0,10.0,19.0,67.0,0.67158077,55.0,26.72630638547293,58.37031325,1115.3648186439964
542,"Tartu, Tartu linn, Variku, Rehetare tee 11-4",4,164.9,295000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
543,"Tartu, Annelinn, Mõisavahe 9",3,65.4,89000,15.0,Baastase,35.92088439,3.0,4.0,6.0,6.0,82.0,0.82039558,46.17695630081301,26.773042670607023,58.3714236,3124.1372557913237
544,"Tartu, Tartu linn, Karlova, B. G. Forseliuse 3",5,98.5,179990,3.0,Baastase,58.59196473,1.0,1.0,5.0,4.0,71.0,0.70704018,46.17695630081301,26.72760384577922,58.3603225,2224.8800800592585
545,"Tartu, Tartu linn, Kesklinn, Vanalinn, Kompanii tn 8",4,84.5,334000,130.0,Hea tase,65.35624919,1.0,2.0,11.0,143.0,35.0,0.34643751,45.0,26.722924331845604,58.381690000000006,181.25119507562502
546,"Tartu, Kesklinn, Lai tn 29",1,26.0,138000,96.0,Hea tase,69.59967231,1.0,4.0,10.0,114.0,30.0,0.30400328,60.0,26.720007314240007,58.38344815,395.7310290542074
547,"Tartu, Tartu linn, Ränilinn, Eerika põik 14-7",5,126.4,339900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.66601144062601,58.36763327159149,3572.755992216659
548,"Tartu, Tartu linn, Tähtvere, A. H. Tammsaare tn 2",3,68.1,124000,6.0,-,51.53815502,0.0,1.0,4.0,3.0,100.0,1.0,46.17695630081301,26.694218758108107,58.382562,1663.7402932998555
549,"Tartu, Tartu linn, Ropka, Ropka tn 16a",2,46.0,89900,4.0,Baastase,60.32640962,2.0,3.0,4.0,8.0,70.0,0.69836795,50.0,26.725288300000003,58.3580941,2457.4325366565304
550,"Tartu, Tartu linn, Annelinn, Mõisavahe 5",2,45.6,72000,15.0,Baastase,35.08545566,3.0,5.0,5.0,6.0,82.0,0.82457272,46.17695630081301,26.7717440124036,58.3711586,3061.451708130321
551,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-4",3,72.5,201900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.751864164550653,58.398143700000006,2652.5441429075804
552,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-21",3,69.0,369990,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
553,"Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 22",4,81.3,289000,37.0,Hea tase,78.99182163,2.0,7.0,9.0,42.0,21.0,0.21008178,60.0,26.718279685851563,58.37195125,937.1278873404673
554,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe 4 (Broneeritud)",3,77.4,184000,7.0,-,8.01871423,0.0,0.0,1.0,1.0,100.0,1.0,46.17695630081301,26.746178624882813,58.3466466,3980.299361074223
555,"Tartu, Tartu linn, Kesklinn, Vallikraavi 10",3,60.5,187000,113.0,Hea tase,65.83249332,3.0,7.0,11.0,148.0,34.0,0.34167507,46.17695630081301,26.7198880958238,58.3778606,285.6395302206107
556,"Tartu, Tartu linn, Annelinn, Kaunase pst 19",4,76.2,123000,20.0,Baastase,26.57337897,4.0,6.0,10.0,8.0,87.0,0.86713311,46.17695630081301,26.765698658693942,58.3760665,2580.441332714526
557,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 47",2,46.1,83000,14.0,Baastase,36.6144736,2.0,5.0,6.0,8.0,82.0,0.81692763,40.0,26.778802909722224,58.3740645,3375.4516039723853
558,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-23",2,40.9,177000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
559,"Tartu, Ränilinn, Rehetare tee 2",5,132.0,245000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
560,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 62",2,46.1,83000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.764257,58.374896,2524.174856405452
561,"Tartu, Tartu linn, Ropka, Tartu, Vasara 25b",2,47.6,79900,7.0,Baastase,55.8768075,1.0,2.0,2.0,4.0,72.0,0.72061596,45.0,26.725882168443498,58.347608,3625.227228877519
563,"Tartu, Tartu linn, Karlova, Rebase 17-82",3,80.2,228800,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
564,"Tartu, Tartu linn, Ülejõe, Puiestee tn 61",2,40.0,92000,18.0,Baastase,53.08612524,1.0,2.0,4.0,9.0,73.0,0.73456937,55.0,26.73190611925134,58.388285,1071.961493042078
565,"Tartu, Tartu linn, Annelinn, Anne 86",3,65.0,141900,24.0,Baastase,27.4088077,4.0,6.0,9.0,11.0,86.0,0.86295596,46.17695630081301,26.76363641747573,58.376976,2445.22725740933
566,"Tartu, Tartu linn, Ülejõe, Fortuuna tn 33-8",1,28.5,131900,64.0,Hea tase,61.65628658,2.0,2.0,13.0,58.0,38.0,0.38343713,60.0,26.73578672510425,58.3809274,796.2431217471523
567,"Tartu, Tartu linn, Karlova, Siili tn 10-13",2,46.7,156000,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046573
568,"Tartu, Tartu linn, Annelinn, Kalda tee 24",2,53.0,119000,21.0,Baastase,29.69389899,4.0,6.0,8.0,13.0,85.0,0.85153051,55.0,26.76248788709677,58.372318,2507.8489960413845
569,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-18",3,59.7,173900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
570,"Tartu, Tartu linn, Ropka tööstusrajoon, Vasara tn 25",1,11.5,35000,7.0,Baastase,55.8768075,1.0,2.0,2.0,4.0,72.0,0.72061596,45.0,26.725882168443498,58.347608,3625.227228877519
571,"Tartu, Ülejõe, Staadioni 10",2,38.6,96900,33.0,Baastase,54.54971792,2.0,3.0,4.0,9.0,73.0,0.72725141,50.0,26.72392269125721,58.3890005,996.1289777727129
572,"Tartu, Tartu linn, Karlova, Võru tn 65a-4",3,55.1,199000,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.631023350105
573,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-11",3,91.2,350000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
574,"Tartu, Tartu linn, Ülejõe, Anne 1",2,46.9,123900,19.0,Baastase,56.13992993,4.0,1.0,9.0,12.0,72.0,0.71930035,46.17695630081301,26.743009280017155,58.3815685,1224.4063531410345
575,"Tartu, Tartu linn, Raadi-Kruusamäe, Kõrveküla, Kõrve 38-2",5,111.9,225000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.74910575,58.420913,4809.200024370895
576,"Tartu, Tartu linn, Ülejõe, Pärna tn 6",3,50.6,120000,26.0,Hea tase,58.67789503,2.0,1.0,13.0,20.0,41.0,0.41322105,40.0,26.7388207,58.3815353,981.4934760825705
577,"Tartu, Tartu linn, Tammelinn, Riia tn 124",2,36.1,89000,7.0,Baastase,37.62726278,1.0,1.0,3.0,2.0,81.0,0.81186369,60.0,26.690640418218287,58.36105905,2814.89828377412
578,"Tartu, Tartu linn, Ülejõe, Pikk tn 78",2,45.4,99900,31.0,Hea tase,58.53319224,3.0,1.0,13.0,26.0,41.0,0.41466808,45.0,26.74124122224926,58.37957335,1111.5665420340174
579,"Tartu, Tartu linn, Supilinn, Meloni 33-1",2,33.7,178000,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989629
580,"Tartu, Tartu linn, Teemandi tn 9",3,65.8,125000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.686789649999994,58.35190525,3764.8395613032453
581,"Tartu, Tartu linn, Annelinn, Kalda tee 8",2,37.0,125000,21.0,Baastase,56.92204224,4.0,3.0,9.0,16.0,72.0,0.71538979,50.0,26.75534117437103,58.37347200000001,2071.1377854065495
582,"Tartu, Tartu linn, Supilinn, Kesklinn, Marja tn 16-3",3,37.5,134900,15.0,Baastase,44.25955551,1.0,3.0,1.0,10.0,78.0,0.77870222,46.17695630081301,26.71181416335807,58.38628375,921.1258961669955
583,"Tartu, Tartu linn, Ränilinn, Riia mnt 215",3,75.4,155000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.67359777010485,58.35180135,4248.473004382518
584,"Tartu, Tartu linn, Karlova, Siili tn 10-18",3,79.6,216000,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046573
585,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 36",4,78.5,134000,13.0,Baastase,35.08545566,2.0,6.0,6.0,7.0,82.0,0.82457272,46.17695630081301,26.775791587264152,58.3728425,3234.338467174318
586,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-18",2,57.0,178900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.751864164550653,58.398143700000006,2652.5441429075804
587,"Tartu, Tartu linn, Jaamamõisa, Lehe tn 22",3,65.9,222000,8.0,Baastase,30.22708362,3.0,1.0,4.0,2.0,85.0,0.84886458,50.0,26.7607439,58.382458,2266.2151226241035
588,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 33",4,76.6,119000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.768346,58.371093,2876.710154831294
589,"Tartu, Tartu linn, Kesklinn, Kitsas tn 5",3,71.6,405000,120.0,Hea tase,69.58960367,4.0,6.0,12.0,152.0,30.0,0.30410396,40.0,26.72312955042484,58.3775509,288.32769595667935
590,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-5",2,48.3,186900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.751864164550653,58.398143700000006,2652.5441429075804
591,"Tartu, Tartu linn, Jaamamõisa, Jaama 85",1,14.5,35900,15.0,Baastase,56.17340191,2.0,2.0,8.0,7.0,72.0,0.71913299,55.0,26.741926155263144,58.3832725,1203.1081544992496
592,"Tartu, Annelinn, Jaama 167-3",4,84.3,191000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
593,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadi, Ermi tn 19",3,65.1,193900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.755771136375905,58.39600485,2641.730185201553
594,"Tartu, Tartu linn, Kesklinn, Lao 2",2,40.5,115000,86.0,Hea tase,67.86955006,2.0,4.0,11.0,115.0,32.0,0.3213045,46.17695630081301,26.72955308636792,58.3748226,726.0555957894663
595,"Tartu, Tartu linn, Annelinn, Kaunase pst 43",4,75.1,125000,17.0,Baastase,32.14036583,4.0,6.0,8.0,8.0,84.0,0.83929817,46.17695630081301,26.771105593556705,58.37321255,2958.6801400198906
596,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 10-20",3,51.2,167900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
597,"Tartu, Karlova, Kastani 147//149",1,17.1,57000,33.0,-,69.53364969,2.0,0.0,3.0,29.0,100.0,1.0,40.0,26.717559208906152,58.3683815,1333.9855005142047
598,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-7",3,70.0,189900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.7477789478951,58.346265205735016,4053.65993280633
599,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-23",4,69.6,184990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
600,"Tartu, Tartu linn, Supilinn, Selleri tn 5",3,57.2,239900,5.0,Baastase,34.84641566,1.0,2.0,1.0,2.0,83.0,0.82576792,46.17695630081301,26.71171995667701,58.38808305,1082.3520372660864
601,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-21",3,52.9,156990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
602,"Tartu, Tartu linn, Supilinn, Kroonuaia tn 26",2,59.3,103500,70.0,Hea tase,50.76855919,2.0,3.0,7.0,84.0,49.0,0.49231441,55.0,26.7150103009816,58.38326000000001,551.5487761067291
603,"Tartu, Tartu linn, Karlova, Siili tn 12-23",3,92.3,234000,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436663144
604,"Tartu, Tartu linn, Ropka tn 24",2,91.6,219000,4.0,Baastase,58.16590426,1.0,4.0,4.0,7.0,71.0,0.70917048,50.0,26.72708005162562,58.3577638,2503.745274132111
605,"Tartu, Tartu linn, Tammelinn, Suur kaar 58",3,50.1,126000,8.0,Baastase,45.81329898,1.0,1.0,2.0,3.0,77.0,0.77093351,50.0,26.70345118571429,58.362827,2216.7420255255747
606,"Tartu, Tartu linn, Ülejõe, Puiestee tn 59",3,55.0,109000,17.0,Baastase,50.06278526,1.0,2.0,4.0,9.0,75.0,0.74968607,60.0,26.731523500726908,58.38841345,1072.686494858847
607,"Tartu, Tartu linn, Ränilinn, Riia tn 215",3,73.4,159000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.67359777010485,58.35180135,4248.473004382518
608,"Tartu, Tartu linn, Ülejõe, Ujula põik 1-7",3,68.6,288120,3.0,-,46.12272023,0.0,1.0,2.0,4.0,100.0,1.0,50.0,26.716058399999994,58.391442,1314.546842822366
609,"Tartu, Tartu linn, Kesklinn, Võru tn 65a-9",2,100.8,239000,17.0,Baastase,57.5592095,2.0,1.0,4.0,10.0,71.0,0.71220395,55.0,26.72082723861072,58.3625225,1959.631023350105
610,"Tartu, Tartu linn, Karlova, Kalevi tn 111",1,33.8,86900,9.0,Baastase,49.71867102,2.0,1.0,4.0,4.0,75.0,0.75140664,50.0,26.734512767168347,58.3633215,2001.4764967189117
611,"Tartu, Tartu linn, Karlova, Rebase 17-37",2,44.2,147400,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
612,"Tartu, Ropka, Aardla 7a",4,56.7,95000,6.0,Baastase,65.15818231,2.0,5.0,3.0,9.0,67.0,0.67420909,55.0,26.72799390244004,58.3559685,2708.633699562704
613,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-4",4,84.7,359000,35.0,Hea tase,73.77609308,2.0,5.0,8.0,37.0,26.0,0.26223907,46.17695630081301,26.7132059,58.3715538,1089.6028831075948
614,"Tartu, Tartu linn, Karlova, Nõva tn 4",3,62.8,128000,11.0,Baastase,58.79683518,2.0,1.0,3.0,9.0,71.0,0.70601582,45.0,26.73880293420079,58.3663287,1813.5305996524683
615,"Tartu, Tartu linn, Annelinn, Kaunase pst 62 (Broneeritud)",2,46.3,78900,16.0,Baastase,30.63031963,4.0,6.0,7.0,8.0,85.0,0.8468484,46.17695630081301,26.77191673113426,58.37314055,3006.602960070006
616,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-3",3,75.5,198900,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.3025326845172
617,"Tartu, Tartu linn, Tähtvere, Näituse tn 17",4,123.2,210000,36.0,Baastase,58.31052533,3.0,3.0,2.0,14.0,71.0,0.70844737,55.0,26.70494534594156,58.378492,1029.1971087603004
618,"Tartu, Tartu linn, Raadi-Kruusamäe, Mõisa allee 3",3,67.5,158000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.72707086731392,58.401394,2388.4359733185197
619,"Tartu, Kesklinn, Mõisavahe tn 71b/2",2,46.1,149900,6.0,Baastase,33.57136216,1.0,2.0,5.0,2.0,83.0,0.83214319,46.17695630081301,26.77412075705074,58.367012,3366.2077378089166
620,"Tartu, Tartu linn, Annelinn, Sõpruse pst 1 (Broneeritud)",3,59.7,82000,24.0,Baastase,54.28425662,4.0,3.0,6.0,12.0,73.0,0.72857872,55.0,26.752260576601667,58.379737,1755.1720113991582
621,"Tartu, Tartu linn, Annelinn, Sõpruse pst 5 (Broneeritud)",3,56.6,95000,31.0,Hea tase,54.09480193,4.0,5.0,6.0,16.0,46.0,0.45905198,55.0,26.75153068514319,58.37867365,1719.382523452087
622,"Tartu, Tartu linn, Ihaste, Pallase pst 127",5,93.5,169900,2.0,-,1.84213041,0.0,0.0,2.0,0.0,100.0,1.0,50.0,26.779256499999995,58.357735250000005,4162.74959732009
623,"Tartu, Tartu linn, Veeriku, Viljandi mnt 46a",3,55.8,129000,7.0,-,17.6897909,1.0,0.0,1.0,0.0,100.0,1.0,46.17695630081301,26.683516155667142,58.368023,2636.5376364038
624,"Tartu, Tartu linn, Annelinn, Jaama tn 177",2,45.3,70000,16.0,Baastase,30.78676447,4.0,6.0,6.0,7.0,85.0,0.84606618,50.0,26.76620452368812,58.3790675,2573.095079349961
625,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-27",3,69.4,364990,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
626,"Tartu, Tartu linn, Karlova, Väike-Tähe 16 (Broneeritud)",5,137.9,232000,42.0,Hea tase,75.4297602,3.0,7.0,10.0,59.0,25.0,0.2457024,46.17695630081301,26.72322451716129,58.371869,918.4700488586868
627,"Tartu, Annelinn, Mõisavahe 43",2,46.1,85000,13.0,Baastase,36.6144736,2.0,5.0,6.0,8.0,82.0,0.81692763,46.17695630081301,26.77780097540116,58.373658000000006,3327.5100733616673
628,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 20",2,41.1,85000,49.0,Hea tase,64.26684533,1.0,3.0,10.0,54.0,36.0,0.35733155,50.0,26.73337038659794,58.373667,967.1245815514883
629,"Tartu, Tartu linn, Kesklinn, Staadioni 3",3,66.8,128100,37.0,Hea tase,58.68464216,2.0,3.0,8.0,21.0,41.0,0.41315358,50.0,26.726606000000007,58.388360000000006,954.4244478625026
630,"Tartu, Tartu linn, Ropka, Ropka mõis, Ropka tee 6-1",4,86.0,249000,6.0,Baastase,39.822968,1.0,4.0,4.0,8.0,80.0,0.80088516,46.17695630081301,26.73200037184116,58.3545045,2907.2341485397556
631,"Tartu, Tartu linn, Kesklinn, Karlova, Kalevi tn 51",2,59.7,100035,51.0,Hea tase,62.50185789,1.0,5.0,10.0,56.0,37.0,0.37498142,45.0,26.731131365303,58.3729045,954.5766448060256
632,"Tartu, Tartu linn, Annelinn, Lääne 3",1,26.8,59000,16.0,Baastase,51.05529219,3.0,2.0,4.0,9.0,74.0,0.74472354,46.17695630081301,26.75197486154136,58.382796,1763.6755901127294
633,"Tartu, Tartu linn, Karlova, Kuu tn 2",2,49.2,91000,17.0,Baastase,57.51756703,2.0,1.0,4.0,13.0,71.0,0.71241216,45.0,26.72658139852379,58.3668785,1494.0979062463477
634,"Tartu, Tartu linn, Annelinn, Anne tn 37-8",1,37.8,39700,27.0,Hea tase,51.55804616,4.0,2.0,6.0,14.0,48.0,0.48441954,45.0,26.74789928994356,58.3792574,1502.4908047866156
635,"Tartu, Tartu linn, Kesklinn, Vanalinn, Munga tn 10",2,49.0,164900,110.0,Hea tase,60.01086293,2.0,3.0,10.0,123.0,40.0,0.39989137,46.17695630081301,26.719526380877547,58.38189985,256.7830410945133
636,"Tartu, Tartu linn, Vaksali, Riia 48",2,38.8,109000,22.0,-,57.00761743,2.0,0.0,3.0,23.0,100.0,1.0,60.0,26.70808866956522,58.367761,1605.3727701805324
